DNR Peat Inventory ID #,U_Sampnum,U_Top Depth (cm),U_Bottom Depth (cm),U_Total Carbon (%),U_Hydrogen (%),U_Nitrogen (%),U_Sulfur (%),U_Oxygen (%),U_Uniq_id,U_Depthnum
AITK-2204336-506,3343,35,50.0,49.8,4.7,2.2,0.3,28.0,1,1
AITK-2204336-506,3344,85,100.0,51.4,5.2,2.6,0.3,28.2,2,2
AITK-2204336-506,3345,135,150.0,52.8,5.3,3.1,0.3,28.5,3,3
AITK-2204336-506,3346,185,200.0,42.8,4.4,2.8,0.3,23.1,4,4
AITK-2204336-506,3347,235,250.0,36.9,3.8,2.3,0.4,18.9,5,5
AITK-2204524-470,3269,35,50.0,51.6,4.9,2.3,0.3,29.5,6,1
AITK-2204524-470,3270,85,100.0,51.7,4.9,2.6,0.3,28.6,7,2
AITK-2204524-470,3271,135,150.0,54.6,5.3,2.9,0.3,30.1,8,3
AITK-2204524-470,3272,185,200.0,50.1,4.9,2.7,0.3,27.5,9,4
AITK-2204524-470,3273,215,230.0,31.7,3.2,1.9,0.3,16.2,10,5
AITK-2204727-520,3320,35,50.0,47.0,4.4,2.3,0.5,25.0,11,1
AITK-2204727-520,3321,85,100.0,51.8,4.8,2.9,0.8,27.2,12,2
AITK-2204727-520,3322,135,150.0,42.0,4.1,2.6,0.8,22.6,13,3
AITK-2204727-520,3323,185,200.0,48.2,4.4,1.9,1.2,25.5,14,4
AITK-2204727-520,3324,235,250.0,41.0,4.2,1.8,2.6,23.9,15,5
AITK-2204809-64,3228,35,50.0,54.0,5.2,2.0,0.3,30.5,16,1
AITK-2204809-64,3229,85,100.0,51.7,5.2,2.3,0.3,28.7,17,2
AITK-2204809-64,3230,150,165.0,37.2,3.6,2.3,0.3,20.3,18,3
AITK-2204910-65,3221,35,50.0,48.1,4.5,1.7,0.4,27.7,19,1
AITK-2204910-65,3222,85,100.0,47.7,4.5,2.8,0.6,25.5,20,2
AITK-2204910-65,3223,135,150.0,50.1,4.6,2.8,1.4,24.6,21,3
AITK-2204910-65,3224,185,200.0,45.1,4.5,2.4,1.5,23.9,22,4
AITK-2204910-65,3225,235,250.0,43.4,4.9,3.3,0.9,21.6,23,5
AITK-2205013-141,3183,35,50.0,54.0,5.5,2.3,0.3,31.4,24,1
AITK-2205013-141,3184,85,100.0,53.0,5.2,2.4,0.2,31.3,25,2
AITK-2205013-141,3185,135,150.0,51.9,5.0,2.6,0.3,30.7,26,3
AITK-2205013-141,3186,200,215.0,39.9,3.9,2.2,0.2,21.9,27,4
AITK-2205105-158,3179,35,50.0,55.2,5.7,2.4,0.2,31.3,28,1
AITK-2205105-158,3180,85,100.0,54.5,5.3,2.3,0.2,30.8,29,2
AITK-2205105-158,3181,135,150.0,54.7,5.5,2.1,0.2,31.8,30,3
AITK-2205112-2,1338,35,50.0,,,,,,31,1
AITK-2205112-2,1339,84,99.0,,,,0.11,,32,2
AITK-2205112-2,1340,135,150.0,,,,,,33,3
AITK-2205112-2,1341,184,199.0,,,,0.11,,34,4
AITK-2205112-2,1342,235,250.0,,,,,,35,5
AITK-2205133-134,3204,35,50.0,52.8,5.4,3.0,0.2,31.6,36,1
AITK-2205133-134,3205,85,100.0,51.8,5.2,2.8,0.2,32.0,37,2
AITK-2205133-134,3206,135,150.0,51.0,5.1,2.7,0.2,32.5,38,3
AITK-2205133-134,3207,185,200.0,50.7,5.0,2.7,0.3,28.9,39,4
AITK-2205203-2,3094,35,50.0,50.6,5.8,1.4,0.2,36.6,40,1
AITK-2205203-2,3095,85,100.0,52.4,5.6,1.2,0.2,36.6,41,2
AITK-2205203-2,3096,135,150.0,52.5,6.0,1.9,0.2,34.2,42,3
AITK-2205203-2,3097,185,200.0,54.1,5.6,2.5,0.2,31.0,43,4
AITK-2205203-2,3098,235,250.0,52.5,5.3,2.5,0.2,32.0,44,5
AITK-2205203-2,3099,285,300.0,52.6,5.1,2.9,0.3,30.6,45,6
AITK-2205203-2,3100,335,350.0,46.0,4.9,3.0,0.4,24.6,46,7
AITK-2205219-20,3175,35,50.0,51.3,5.5,2.9,0.2,28.9,47,1
AITK-2205219-20,3176,85,100.0,47.9,4.6,2.1,0.2,27.1,48,2
AITK-2205219-20,3177,130,145.0,36.6,3.6,1.8,0.2,21.2,49,3
AITK-2205223-518,3137,35,50.0,51.6,5.6,1.6,0.2,35.1,50,1
AITK-2205223-518,3138,85,100.0,55.5,5.9,2.8,0.2,29.6,51,2
AITK-2205223-518,3139,135,150.0,53.5,5.5,2.1,0.2,29.0,52,3
AITK-2304505-1,3349,35,50.0,53.9,5.4,2.6,0.2,29.1,53,1
AITK-2304505-1,3350,85,100.0,53.0,5.4,2.6,0.2,31.5,54,2
AITK-2304505-1,3351,135,150.0,50.4,5.2,2.7,0.2,29.8,55,3
AITK-2304505-1,3352,185,200.0,52.6,5.2,2.8,0.2,30.6,56,4
AITK-2304505-1,3353,235,250.0,48.6,4.6,3.0,0.4,25.8,57,5
AITK-2304505-1,3354,280,295.0,48.0,4.5,2.7,0.5,25.1,58,6
AITK-2304505-12,3361,35,50.0,53.1,5.4,2.5,0.2,29.0,59,1
AITK-2304505-12,3362,85,100.0,54.0,5.5,2.5,0.2,30.3,60,2
AITK-2304505-12,3363,135,150.0,53.1,5.4,2.9,0.2,27.6,61,3
AITK-2304505-12,3364,185,200.0,52.0,5.3,2.7,0.2,30.0,62,4
AITK-2304505-12,3365,235,250.0,51.3,5.0,3.0,0.3,27.7,63,5
AITK-2304505-12,3366,285,300.0,49.4,4.8,3.0,0.3,26.7,64,6
AITK-2304505-12,3367,350,365.0,24.2,2.5,1.6,0.8,11.4,65,7
AITK-2304505-14,3369,35,50.0,52.7,5.5,2.2,0.2,30.7,66,1
AITK-2304505-14,3370,85,100.0,53.5,5.4,2.4,0.2,28.9,67,2
AITK-2304505-14,3371,135,150.0,52.9,5.2,2.3,0.2,30.5,68,3
AITK-2304505-14,3372,205,220.0,52.1,5.1,3.0,0.2,28.3,69,4
AITK-2304505-15,3374,35,50.0,53.7,5.3,2.3,0.2,28.3,70,1
AITK-2304505-15,3375,85,100.0,52.1,5.3,2.3,0.2,29.3,71,2
AITK-2304505-15,3376,135,150.0,52.2,5.1,2.4,0.2,31.3,72,3
AITK-2304505-15,3377,185,200.0,50.5,5.0,2.4,0.2,31.2,73,4
AITK-2304505-15,3378,235,250.0,54.1,5.2,2.7,0.2,29.6,74,5
AITK-2304505-15,3379,285,300.0,47.9,4.4,2.9,0.5,24.9,75,6
AITK-2304505-15,3380,330,345.0,46.2,4.5,2.8,0.7,22.7,76,7
AITK-2304505-2,3356,35,50.0,51.6,5.3,2.5,0.2,29.9,77,1
AITK-2304505-2,3357,85,100.0,50.2,5.3,2.6,0.2,29.8,78,2
AITK-2304505-2,3358,135,150.0,53.5,5.5,2.7,0.2,30.9,79,3
AITK-2304505-2,3359,165,180.0,42.5,4.3,2.8,0.3,22.3,80,4
AITK-2304523-474,3275,35,50.0,51.8,5.2,2.4,0.4,26.8,81,1
AITK-2304523-474,3276,85,100.0,53.4,5.2,2.2,0.3,29.6,82,2
AITK-2304523-474,3277,135,150.0,53.7,5.1,2.5,0.4,25.9,83,3
AITK-2304523-474,3278,185,200.0,51.8,4.9,2.4,0.3,28.1,84,4
AITK-2304523-474,3279,200,330.0,50.7,4.8,2.8,0.4,25.4,85,5
AITK-2304529-114,3305,35,50.0,43.5,4.2,2.7,0.3,22.6,86,1
AITK-2304529-114,3306,85,100.0,43.0,4.2,2.7,0.5,22.4,87,2
AITK-2304632-519,3288,35,50.0,,,,,,88,1
AITK-2304632-519,3289,85,100.0,54.0,5.5,2.4,0.2,30.3,89,2
AITK-2304632-519,3290,135,150.0,53.0,5.4,2.6,0.3,29.4,90,3
AITK-2304632-519,3291,185,200.0,51.5,5.1,2.5,0.2,28.1,91,4
AITK-2304632-519,3292,250,265.0,52.2,5.4,2.8,0.3,29.9,92,5
AITK-2304714-427,3262,35,50.0,52.6,5.4,1.5,0.3,33.4,93,1
AITK-2304714-427,3263,85,100.0,54.3,5.7,1.6,0.2,31.5,94,2
AITK-2304714-427,3264,135,150.0,55.7,5.6,2.0,0.3,28.6,95,3
AITK-2304714-427,3265,185,200.0,54.6,5.1,2.6,0.3,28.5,96,4
AITK-2304714-427,3266,235,250.0,49.8,4.7,3.0,0.5,25.2,97,5
AITK-2304714-427,3267,285,300.0,15.5,1.8,0.9,0.3,9.6,98,6
AITK-2304832-71,3232,35,50.0,42.9,4.4,2.8,0.5,22.3,99,1
AITK-2304832-71,3233,85,100.0,34.3,3.7,2.6,0.6,17.3,100,2
AITK-2304832-71,3234,125,140.0,34.5,3.8,2.4,1.4,17.5,101,3
AITK-2304916-371,3198,35,50.0,50.1,5.3,1.6,0.4,34.6,102,1
AITK-2304916-371,3199,85,100.0,,,,1.5,,103,2
AITK-2304916-371,3200,135,150.0,,,,0.3,,104,3
AITK-2304916-371,3201,185,200.0,51.4,5.3,3.4,0.4,27.9,105,4
AITK-2304916-371,3202,235,250.0,49.7,5.1,3.5,0.4,26.4,106,5
AITK-2304916-371,3203,285,300.0,47.7,5.1,3.8,0.4,24.4,107,6
AITK-2404305-104,3337,35,50.0,52.5,5.1,2.1,0.3,30.5,108,1
AITK-2404305-104,3338,85,100.0,52.5,5.1,2.7,0.3,30.5,109,2
AITK-2404305-104,3339,135,150.0,54.0,5.3,2.7,0.2,30.7,110,3
AITK-2404305-104,3340,185,200.0,53.0,5.3,2.6,0.3,31.9,111,4
AITK-2404305-104,3341,240,255.0,51.3,5.0,2.8,0.4,28.7,112,5
AITK-2404424-108,3299,35,50.0,50.4,5.0,2.7,0.4,28.7,113,1
AITK-2404424-108,3300,85,100.0,52.6,5.1,2.9,0.3,29.8,114,2
AITK-2404424-108,3301,135,150.0,53.9,5.5,3.0,0.3,28.9,115,3
AITK-2404424-108,3302,185,200.0,51.8,5.1,2.9,0.3,29.6,116,4
AITK-2404424-108,3303,220,235.0,52.9,5.3,3.3,0.3,26.8,117,5
AITK-2404513-452,3282,35,50.0,51.5,4.8,2.3,0.3,28.1,118,1
AITK-2404513-452,3283,85,100.0,52.3,4.9,2.4,0.3,28.8,119,2
AITK-2404513-452,3284,135,150.0,54.1,5.3,3.0,0.3,30.5,120,3
AITK-2404513-452,3285,185,200.0,48.2,4.8,3.3,0.4,25.2,121,4
AITK-2404513-452,3286,235,250.0,34.9,3.6,2.7,0.4,16.8,122,5
AITK-2404513-452,3287,285,300.0,22.2,2.5,1.7,0.6,11.3,123,6
AITK-2404731-405,3236,35,50.0,53.1,4.8,2.1,0.3,30.4,124,1
AITK-2404731-405,3237,85,100.0,53.9,4.7,2.0,0.2,30.7,125,2
AITK-2404731-405,3238,135,150.0,53.1,4.8,2.2,0.3,30.5,126,3
AITK-2404731-405,3239,185,200.0,54.2,5.3,2.9,0.3,31.2,127,4
AITK-2404731-405,3240,235,250.0,43.2,4.1,2.8,0.4,21.4,128,5
AITK-2404805-9,1435,35,50.0,,,,,,129,1
AITK-2404805-9,1436,85,100.0,,,,,,130,2
AITK-2404805-9,1437,135,150.0,,,,,,131,3
AITK-2404805-9,1438,185,200.0,,,,,,132,4
AITK-2404906-13,3194,35,50.0,46.7,4.5,2.3,0.3,26.3,133,1
AITK-2404906-13,3195,85,100.0,52.2,5.1,2.9,0.3,28.9,134,2
AITK-2404906-13,3196,160,175.0,25.0,2.6,1.8,0.5,12.6,135,3
AITK-2405102-20,1589,35,50.0,,,,0.25,,136,1
AITK-2405102-20,1591,135,150.0,,,,0.25,,137,2
AITK-2405102-20,1593,207,222.0,,,,0.82,,138,3
AITK-2405120-56,3128,35,50.0,53.2,5.0,2.5,0.3,30.0,139,1
AITK-2405120-56,3130,85,200.0,50.8,5.0,3.1,0.9,26.0,140,2
AITK-2405209-6,3118,35,50.0,51.4,4.8,2.6,0.3,30.1,141,1
AITK-2405209-6,3119,85,100.0,54.0,5.2,2.9,0.4,29.4,142,2
AITK-2405209-6,3120,135,150.0,49.3,4.8,3.1,0.8,26.4,143,3
AITK-2405209-6,3121,185,200.0,30.3,3.2,2.1,0.7,15.0,144,4
AITK-2405209-6,5497,35,50.0,,,,0.11,,145,5
AITK-2405209-6,5498,85,100.0,,,,0.22,,146,6
AITK-2405209-6,5499,135,150.0,,,,0.44,,147,7
AITK-2405209-6,5500,185,200.0,,,,0.79,,148,8
AITK-2405216-8,1373,35,50.0,,,,,,149,1
AITK-2405216-8,1374,84,99.0,,,,,,150,2
AITK-2405216-8,1375,135,150.0,,,,,,151,3
AITK-2405216-8,1376,150,165.0,,,,,,152,4
AITK-2405226-2,1493,35,50.0,,,,,,153,1
AITK-2405226-2,1494,84,99.0,,,,,,154,2
AITK-2405226-2,1495,135,150.0,,,,0.08,,155,3
AITK-2405226-2,1496,184,199.0,,,,,,156,4
AITK-2405226-2,1497,235,250.0,,,,,,157,5
AITK-2405226-2,1498,284,299.0,,,,,,158,6
AITK-2405226-2,1499,335,350.0,,,,,,159,7
AITK-2405226-2,1500,384,399.0,,,,,,160,8
AITK-2405226-2,1501,400,415.0,,,,,,161,9
AITK-2504502-360,3256,85,100.0,51.1,4.6,1.6,0.2,29.4,162,1
AITK-2504502-360,3257,135,150.0,54.5,5.1,1.1,0.2,32.9,163,2
AITK-2504502-360,3258,185,200.0,54.2,5.2,1.4,0.2,30.7,164,3
AITK-2504502-360,3259,235,250.0,54.3,5.5,2.6,0.2,31.1,165,4
AITK-2504502-360,3260,285,300.0,43.1,5.1,3.3,0.4,24.9,166,5
AITK-2504502-360,3261,335,350.0,39.3,4.8,3.1,0.4,22.6,167,6
AITK-2504635-100,3294,35,50.0,49.6,4.9,2.6,0.3,26.4,168,1
AITK-2504635-100,3295,85,100.0,50.6,5.0,2.9,0.3,25.8,169,2
AITK-2504635-100,3296,135,150.0,46.8,4.5,2.6,0.3,25.3,170,3
AITK-2504635-100,3297,185,200.0,50.4,4.9,2.9,0.3,26.0,171,4
AITK-2504635-100,3298,235,250.0,46.4,4.2,2.3,0.7,23.1,172,5
AITK-2504811-330,3209,35,150.0,51.9,5.0,2.7,0.2,29.1,173,1
AITK-2504819-365,3308,35,50.0,48.6,4.5,2.3,0.3,29.1,174,1
AITK-2504819-365,3309,85,100.0,47.7,4.6,2.7,0.3,28.4,175,2
AITK-2504819-365,3310,135,150.0,53.0,5.0,3.1,0.4,28.3,176,3
AITK-2504819-365,3311,185,200.0,45.9,4.3,2.6,0.4,26.9,177,4
AITK-2504819-365,3312,235,250.0,48.6,4.7,2.7,0.5,26.6,178,5
AITK-2504819-365,3313,285,300.0,45.5,4.8,2.9,1.5,23.2,179,6
AITK-2504819-365,3314,335,350.0,31.2,3.4,2.0,1.1,16.7,180,7
AITK-2504936-14,1457,35,50.0,,,,,,181,1
AITK-2505005-1,3041,35,50.0,51.2,5.5,1.8,0.2,31.9,182,1
AITK-2505005-1,3042,85,100.0,55.4,5.6,2.4,0.2,30.6,183,2
AITK-2505005-1,3043,135,150.0,54.5,5.6,2.7,0.2,32.0,184,3
AITK-2505005-1,3044,185,200.0,51.9,5.3,2.6,0.2,30.9,185,4
AITK-2505005-2,3046,35,50.0,52.6,5.5,2.5,0.2,30.9,186,1
AITK-2505005-2,3047,85,100.0,55.5,5.8,2.5,0.2,29.6,187,2
AITK-2505005-2,3048,135,150.0,53.3,5.4,2.5,0.2,30.6,188,3
AITK-2505006-3,3050,35,50.0,53.8,5.6,2.5,0.2,30.5,189,1
AITK-2505006-3,3051,85,100.0,55.3,5.6,2.4,0.2,30.1,190,2
AITK-2505006-3,3052,135,150.0,55.0,5.6,2.1,0.2,32.3,191,3
AITK-2505006-3,3053,185,200.0,52.2,5.2,2.8,0.2,30.5,192,4
AITK-2505006-3,3054,235,250.0,54.4,5.1,2.6,0.2,29.0,193,5
AITK-2505006-5,3062,35,50.0,50.7,5.2,0.9,0.1,38.6,194,1
AITK-2505006-5,3063,85,100.0,50.1,5.4,0.5,0.1,40.6,195,2
AITK-2505006-5,3064,135,150.0,52.4,5.5,1.1,0.1,37.3,196,3
AITK-2505006-5,3065,185,200.0,55.1,5.4,2.4,0.2,32.6,197,4
AITK-2505006-5,3066,235,250.0,51.5,5.0,2.6,0.2,30.6,198,5
AITK-2505006-5,3067,285,300.0,53.4,5.3,3.0,0.2,30.2,199,6
AITK-2505007-44,3140,35,50.0,52.0,5.3,1.2,0.2,34.4,200,1
AITK-2505007-44,3141,85,100.0,53.1,5.6,2.6,0.2,32.3,201,2
AITK-2505007-44,3142,135,150.0,49.8,4.9,2.5,0.2,28.7,202,3
AITK-2505008-225,3144,35,50.0,52.1,5.5,1.1,0.2,36.7,203,1
AITK-2505008-225,3145,85,100.0,51.9,5.4,1.0,0.1,35.3,204,2
AITK-2505008-225,3146,135,150.0,53.7,5.5,1.2,0.2,35.1,205,3
AITK-2505008-225,3147,185,200.0,55.1,5.5,1.7,0.2,31.1,206,4
AITK-2505008-225,3148,235,250.0,53.1,5.2,2.8,0.3,29.9,207,5
AITK-2505008-225,3149,250,330.0,50.4,5.0,2.6,0.3,28.8,208,6
AITK-2505010-260,3188,35,50.0,51.1,5.2,3.0,0.3,28.3,209,1
AITK-2505010-260,3189,85,100.0,51.6,4.9,2.3,0.3,28.4,210,2
AITK-2505010-260,3190,135,150.0,52.7,5.2,3.4,0.4,27.8,211,3
AITK-2505010-260,3191,185,200.0,47.5,4.6,3.3,0.6,23.8,212,4
AITK-2505010-260,3192,250,265.0,36.1,3.6,2.6,1.0,18.4,213,5
AITK-2505215-39,3102,35,50.0,52.8,5.5,3.0,0.4,31.6,214,1
AITK-2505215-39,3103,85,100.0,54.1,5.9,3.5,0.4,29.7,215,2
AITK-2505215-39,3104,135,150.0,52.6,5.7,3.7,0.6,29.7,216,3
AITK-2505215-39,3105,185,200.0,53.7,5.8,3.8,0.8,29.0,217,4
AITK-2505215-39,3106,235,250.0,53.4,5.5,3.5,0.7,29.7,218,5
AITK-2505215-39,3107,285,300.0,53.3,5.9,3.6,0.8,28.1,219,6
AITK-2505215-39,3108,315,330.0,51.0,5.8,3.9,1.1,27.0,220,7
AITK-2505232-189,3133,35,50.0,36.7,3.4,2.0,0.6,20.8,221,1
AITK-2505232-189,3134,85,100.0,46.1,4.7,2.9,1.5,22.2,222,2
AITK-2505232-189,3135,135,150.0,30.8,3.2,2.0,3.5,15.2,223,3
AITK-2505235-175,3124,0,100.0,51.0,5.3,3.1,0.5,28.0,224,1
AITK-2505235-175,3126,100,220.0,38.9,4.1,2.7,1.5,18.3,225,2
AITK-2604722-322,3246,35,50.0,52.5,5.0,2.9,0.4,30.8,226,1
AITK-2604722-322,3247,85,100.0,53.4,4.9,2.6,0.3,29.3,227,2
AITK-2604722-322,3248,135,150.0,53.4,4.9,2.2,0.3,31.1,228,3
AITK-2604722-322,3249,185,200.0,53.0,5.2,2.9,0.3,29.8,229,4
AITK-2604722-322,3250,235,250.0,55.2,5.4,3.1,0.3,29.1,230,5
AITK-2604722-322,3251,285,300.0,51.1,5.0,3.1,0.6,25.4,231,6
AITK-2604722-322,3252,335,350.0,44.9,4.4,2.9,0.6,22.5,232,7
AITK-2604722-322,3253,385,400.0,36.5,3.6,2.3,0.6,17.8,233,8
AITK-2604722-322,3254,440,455.0,26.1,2.7,1.7,0.7,13.2,234,9
AITK-2604723-324,3242,35,50.0,51.8,4.7,2.5,0.3,31.1,235,1
AITK-2604723-324,3243,85,100.0,52.6,4.6,2.5,0.3,30.3,236,2
AITK-2604723-324,3244,135,150.0,51.6,4.6,2.8,0.3,29.1,237,3
AITK-2604931-60,3220,35,85.0,51.7,5.3,1.7,0.2,30.8,238,1
AITK-2605011-43,3150,35,50.0,53.9,5.5,2.3,0.2,29.5,239,1
AITK-2605011-43,3151,85,100.0,54.1,5.4,2.3,0.2,30.7,240,2
