DNR Peat Inventory ID #,D_Sample #,D_Sampnum,D_Sampnsub,D_Top Depth (cm),D_Bottom Depth (cm),D_Bulk Density (g/cc),D_Moisture Content (%),D_PH H2O,D_PH CaCl2,D_Ash Content (%),D_Uniq_id,D_Depthnum
LOTW-3015903-28,2388,2388,,85.0,100.0,0.08,90.7,5.5,5.2,9.1,2024,2
LOTW-3015903-28,2389,2389,,135.0,150.0,0.11,89.5,5.5,5.2,9.8,2025,3
LOTW-3015903-28,2390,2390,,175.0,190.0,0.18,83.5,5.4,5.2,14.9,2026,4
LOTW-3015905-31,2446,2446,,35.0,50.0,0.15,85.9,5.5,5.2,11.3,2027,1
LOTW-3015905-31,2447,2447,,80.0,95.0,0.23,80.9,5.4,5.3,16.2,2028,2
LOTW-3015906-33,2443,2443,,35.0,50.0,0.15,84.8,5.5,5.3,12.5,2029,1
LOTW-3015906-33,2444,2444,,85.0,100.0,0.2,81.8,5.4,5.3,11.6,2030,2
LOTW-3015910-42,2410,2410,,35.0,50.0,0.1,90.4,5.2,4.9,10.6,2031,1
LOTW-3015910-42,2411,2411,,85.0,100.0,0.1,90.2,5.4,5.2,10.3,2032,2
LOTW-3015910-42,2412,2412,,135.0,150.0,0.06,93.2,5.4,5.2,9.7,2033,3
LOTW-3015910-42,2413,2413,,185.0,200.0,0.15,85.6,5.5,5.4,13.8,2034,4
LOTW-3015910-42,2414,2414,,205.0,220.0,0.28,77.2,5.6,5.6,40.7,2035,5
LOTW-3015911-44,2407,2407,,20.0,35.0,0.12,88.4,4.8,4.2,8.6,2036,1
LOTW-3015911-44,2408,2408,,60.0,75.0,0.14,86.1,5.1,4.6,8.8,2037,2
LOTW-3015912-48,2404,2404,,35.0,50.0,0.16,84.9,4.6,4.2,9.2,2038,1
LOTW-3015912-48,2405,2405,,85.0,100.0,0.21,82.8,5.4,5.2,9.2,2039,2
LOTW-3015914-49,2436,2436,,35.0,50.0,0.16,85.8,5.6,5.3,15.1,2040,1
LOTW-3015915-54,2434,2434,,35.0,50.0,0.16,85.9,5.5,5.3,12.5,2041,1
LOTW-3015918-56,2522,2522,,45.0,60.0,0.1,89.5,3.5,3.1,6.6,2042,1
LOTW-3015918-56,2523,2523,,85.0,100.0,0.1,89.4,4.6,4.4,6.8,2043,2
LOTW-3015918-56,2524,2524,,135.0,150.0,0.1,90.1,5.2,5.0,8.1,2044,3
LOTW-3015918-56,2525,2525,,185.0,200.0,0.12,87.7,5.6,5.4,8.7,2045,4
LOTW-3015918-57,2527,2527,,35.0,50.0,0.11,87.4,5.6,5.2,10.2,2046,1
LOTW-3015918-57,2528,2528,,85.0,100.0,0.16,84.0,5.4,5.1,13.2,2047,2
LOTW-3015918-57,2529,2529,,135.0,150.0,0.2,81.6,5.4,5.3,15.1,2048,3
LOTW-3015918-60,2516,2516,,35.0,50.0,0.1,88.8,3.4,2.8,7.0,2049,1
LOTW-3015918-60,2517,2517,,85.0,100.0,0.08,91.6,3.6,3.2,3.5,2050,2
LOTW-3015918-60,2518,2518,,135.0,150.0,0.09,90.7,4.4,4.2,5.4,2051,3
LOTW-3015918-60,2519,2519,,185.0,200.0,0.11,89.0,5.0,4.8,8.6,2052,4
LOTW-3015918-60,2520,2520,,235.0,250.0,0.17,84.4,5.2,5.1,12.2,2053,5
LOTW-3015919-849,3862,3862,,20.0,35.0,0.2,80.5,4.2,3.7,7.6,2054,1
LOTW-3015919-849,3863,3863,,37.0,52.0,0.18,82.0,4.2,3.8,7.8,2055,2
LOTW-3015919-850,3864,3864,,25.0,40.0,0.17,81.5,4.0,3.5,6.8,2056,1
LOTW-3015919-850,3865,3865,,50.0,65.0,0.15,85.0,4.4,3.9,6.6,2057,2
LOTW-3015919-851,3866,3866,,10.0,25.0,0.16,81.0,5.4,4.9,9.9,2058,1
LOTW-3015919-851,3867,3867,,15.0,30.0,0.2,80.3,,,10.0,2059,2
LOTW-3015919-851,3868,3868,,35.0,50.0,0.18,81.3,5.4,4.8,9.4,2060,3
LOTW-3015919-852,3869,3869,,10.0,25.0,0.17,82.3,5.3,4.9,10.9,2061,1
LOTW-3015919-852,3870,3870,,35.0,50.0,0.18,83.7,5.3,4.8,8.8,2062,2
LOTW-3015919-853,3871,3871,,15.0,30.0,0.12,84.9,5.3,4.8,9.1,2063,1
LOTW-3015919-853,3872,3872,,35.0,50.0,0.16,83.8,5.3,4.8,9.5,2064,2
LOTW-3015919-853,3873,3873,,60.0,75.0,0.17,83.9,5.4,4.9,8.7,2065,3
LOTW-3015919-853,3874,3874,,80.0,95.0,0.15,85.1,5.5,5.0,6.8,2066,4
LOTW-3015920-64,2219,2219,,35.0,50.0,0.11,87.4,6.4,5.8,13.6,2067,1
LOTW-3015920-64,2220,2220,,75.0,90.0,0.17,82.9,6.2,5.6,14.0,2068,2
LOTW-3015920-65,2216,2216,,35.0,50.0,0.13,87.0,6.0,5.5,11.5,2069,1
LOTW-3015920-65,2217,2217,,84.0,99.0,0.18,82.6,6.0,5.4,10.8,2070,2
LOTW-3015920-66,2212,2212,,35.0,50.0,0.13,88.0,5.4,4.9,9.2,2071,1
LOTW-3015920-66,2213,2213,,65.0,80.0,0.18,82.3,5.4,4.8,9.1,2072,2
LOTW-3015920-67,2225,2225,,34.0,49.0,0.18,81.8,6.6,6.0,17.5,2073,1
LOTW-3015925-71,2431,2431,,35.0,50.0,0.13,87.5,4.2,3.8,7.8,2074,1
LOTW-3015925-71,2432,2432,,85.0,100.0,0.22,78.8,5.2,5.0,15.8,2075,2
LOTW-3015926-75,2424,2424,,45.0,60.0,0.04,95.2,3.7,3.0,3.7,2076,1
LOTW-3015926-75,2425,2425,,85.0,100.0,0.11,88.5,4.0,3.6,9.7,2077,2
LOTW-3015926-75,2426,2426,,135.0,150.0,0.15,85.8,5.2,5.0,5.3,2078,3
LOTW-3015926-78,2428,2428,,35.0,50.0,0.12,85.3,3.7,3.2,5.1,2079,1
LOTW-3015926-78,2429,2429,,85.0,100.0,0.14,86.3,4.2,4.0,11.9,2080,2
LOTW-3015934-81,2420,2420,,35.0,50.0,0.1,89.6,4.0,3.5,9.2,2081,1
LOTW-3015934-81,2421,2421,,85.0,100.0,0.1,89.8,5.2,4.7,6.3,2082,2
LOTW-3015934-81,2422,2422,,130.0,145.0,0.15,83.4,5.4,5.0,12.5,2083,3
LOTW-3015934-84,2416,2416,,40.0,55.0,0.1,89.6,3.8,3.2,8.0,2084,1
LOTW-3015934-84,2417,2417,,85.0,100.0,0.08,90.9,4.6,4.3,6.3,2085,2
LOTW-3015934-84,2418,2418,,135.0,150.0,0.14,88.3,5.0,4.6,7.1,2086,3
LOTW-3016017-88,2385,2385,,35.0,50.0,0.12,86.9,4.9,4.7,9.7,2087,1
LOTW-3016025-91,2197,2197,,35.0,50.0,0.1,88.6,6.4,6.0,,2088,1
LOTW-3016025-91,2198,2198,,85.0,100.0,0.16,84.5,6.2,5.6,9.3,2089,2
LOTW-3016025-91,2199,2199,,135.0,150.0,0.15,86.2,6.2,5.8,9.6,2090,3
LOTW-3016026-95,2153,2153,,35.0,50.0,0.14,87.2,5.7,5.2,11.2,2091,1
LOTW-3016026-95,2154,2154,,85.0,100.0,0.16,84.8,5.9,5.4,12.1,2092,2
LOTW-3016026-95,2155,2155,,124.0,139.0,0.17,83.7,5.9,5.5,13.6,2093,3
LOTW-3016026-97,2156,2156,,35.0,50.0,0.13,87.5,5.9,5.1,8.6,2094,1
LOTW-3016026-97,2157,2157,,85.0,100.0,0.09,90.7,6.0,5.4,7.1,2095,2
LOTW-3016026-97,2158,2158,,135.0,150.0,0.13,88.1,6.0,5.5,11.8,2096,3
LOTW-3016026-97,2159,2159,,185.0,200.0,0.15,86.1,5.4,5.3,13.9,2097,4
LOTW-3016026-97,2160,2160,,225.0,240.0,0.18,83.6,5.5,5.4,15.5,2098,5
LOTW-3016027-99,2182,2182,,35.0,50.0,0.14,87.0,5.7,5.1,9.8,2099,1
LOTW-3016027-99,2183,2183,,85.0,100.0,0.15,85.9,6.0,5.3,9.3,2100,2
LOTW-3016027-99,2184,2184,,135.0,150.0,0.16,85.5,5.6,5.3,11.9,2101,3
LOTW-3016027-99,2185,2185,,180.0,195.0,0.2,81.0,5.6,5.3,13.4,2102,4
LOTW-3016028-112,2328,2328,,35.0,50.0,0.12,88.4,4.9,4.7,8.3,2103,1
LOTW-3016028-112,2329,2329,,85.0,100.0,0.12,86.3,5.2,5.0,9.8,2104,2
LOTW-3016028-112,2330,2330,,135.0,150.0,0.15,86.1,5.2,5.0,9.6,2105,3
LOTW-3016030-114,2299,2299,,35.0,50.0,0.1,83.6,5.2,4.7,8.1,2106,1
LOTW-3016030-114,2300,2300,,85.0,100.0,0.16,84.3,5.1,4.8,7.4,2107,2
LOTW-3016031-118,2312,2312,,35.0,50.0,0.11,88.9,5.0,4.4,7.5,2108,1
LOTW-3016031-118,2313,2313,,85.0,100.0,0.14,85.7,5.2,4.8,10.0,2109,2
LOTW-3016031-118,2314,2314,,135.0,150.0,0.15,85.3,5.2,5.0,10.2,2110,3
LOTW-3016031-120,2307,2307,,35.0,50.0,0.12,89.0,5.2,5.0,7.3,2111,1
LOTW-3016031-120,2308,2308,,85.0,100.0,0.14,86.2,5.5,5.2,9.9,2112,2
LOTW-3016031-120,2309,2309,,135.0,150.0,0.14,86.2,5.6,5.4,10.0,2113,3
LOTW-3016031-120,2310,2310,,185.0,200.0,0.19,82.3,4.7,4.6,27.7,2114,4
LOTW-3016031-123,2302,2302,,35.0,50.0,0.1,89.5,4.7,4.4,4.8,2115,1
LOTW-3016031-123,2303,2303,,85.0,100.0,0.1,88.7,5.2,5.0,6.4,2116,2
LOTW-3016031-123,2304,2304,,135.0,150.0,0.1,89.5,5.2,5.0,7.3,2117,3
LOTW-3016031-123,2305,2305,,182.0,197.0,0.16,84.3,4.6,4.5,27.0,2118,4
LOTW-3016031-125,2316,2316,,35.0,50.0,0.14,85.9,4.6,4.2,7.0,2119,1
LOTW-3016031-125,2317,2317,,85.0,100.0,0.17,83.2,5.4,5.1,9.8,2120,2
LOTW-3016031-125,2318,2318,,115.0,130.0,0.15,85.5,5.5,5.3,11.4,2121,3
LOTW-3016032-127,2320,2320,,35.0,50.0,0.09,89.2,4.4,4.0,8.7,2122,1
LOTW-3016032-127,2321,2321,,85.0,100.0,0.13,87.4,4.7,4.5,7.2,2123,2
LOTW-3016032-127,2322,2322,,135.0,150.0,0.11,88.2,4.8,4.6,9.4,2124,3
LOTW-3016032-129,2324,2324,,35.0,50.0,0.12,88.3,4.6,4.4,9.1,2125,1
LOTW-3016032-129,2325,2325,,85.0,100.0,0.13,86.7,5.2,5.1,10.0,2126,2
LOTW-3016032-129,2326,2326,,135.0,150.0,0.15,86.1,5.2,5.2,10.2,2127,3
LOTW-3016034-101,2162,2162,,35.0,50.0,0.11,87.9,5.6,4.9,8.1,2128,1
LOTW-3016034-101,2163,2163,,85.0,100.0,0.12,88.1,6.0,5.2,11.6,2129,2
LOTW-3016034-101,2164,2164,,135.0,150.0,0.11,90.1,6.1,5.4,8.6,2130,3
LOTW-3016034-101,2165,2165,,185.0,200.0,0.14,86.8,5.2,5.0,12.8,2131,4
LOTW-3016034-103,2167,2167,,35.0,50.0,0.13,88.1,5.7,4.8,10.4,2132,1
LOTW-3016034-103,2168,2168,,85.0,100.0,0.12,88.6,5.9,5.0,7.5,2133,2
LOTW-3016034-103,2169,2169,,135.0,150.0,0.11,89.9,5.9,5.2,8.5,2134,3
LOTW-3016034-103,2170,2170,,176.0,191.0,0.13,87.6,5.7,5.3,12.5,2135,4
LOTW-3016035-105,2172,2172,,35.0,50.0,0.13,88.0,5.6,4.9,10.1,2136,1
LOTW-3016035-105,2173,2173,,85.0,100.0,0.12,88.2,6.0,5.3,10.4,2137,2
LOTW-3016035-105,2174,2174,,135.0,150.0,0.15,86.3,6.0,5.4,9.1,2138,3
LOTW-3016035-105,2175,2175,,162.0,177.0,0.17,84.3,6.0,5.6,10.6,2139,4
LOTW-3016035-106,2177,2177,,35.0,50.0,0.12,88.8,4.9,4.0,7.4,2140,1
LOTW-3016035-106,2178,2178,,85.0,100.0,0.11,88.9,6.0,5.2,10.1,2141,2
LOTW-3016035-106,2179,2179,,135.0,150.0,0.11,89.2,6.0,5.4,5.5,2142,3
LOTW-3016035-106,2180,2180,,179.0,194.0,0.13,87.1,5.4,5.2,9.0,2143,4
LOTW-3016036-108,2192,2192,,35.0,50.0,0.06,93.6,4.3,3.3,9.5,2144,1
LOTW-3016036-108,2193,2193,,85.0,100.0,0.08,91.0,4.8,4.0,7.6,2145,2
LOTW-3016036-108,2194,2194,,135.0,150.0,0.14,87.3,5.8,5.2,8.6,2146,3
LOTW-3016036-108,2195,2195,,185.0,200.0,0.14,86.9,5.8,5.4,9.2,2147,4
LOTW-3016036-110,2187,2187,,35.0,50.0,0.08,92.5,4.4,3.4,7.0,2148,1
LOTW-3016036-110,2188,2188,,85.0,100.0,0.1,89.7,5.4,4.6,7.4,2149,2
LOTW-3016036-110,2189,2189,,135.0,150.0,0.1,90.1,5.7,5.0,5.7,2150,3
LOTW-3016036-110,2190,2190,,185.0,200.0,0.11,89.3,5.6,5.2,8.1,2151,4
LOTW-3115812-133,2231,2231,,35.0,50.0,0.14,84.9,5.3,4.8,7.2,2152,1
LOTW-3115812-133,2232,2232,,110.0,125.0,0.16,84.3,5.6,5.1,10.8,2153,2
LOTW-3115812-134,2249,2249,,35.0,50.0,0.11,87.8,4.8,4.4,7.2,2154,1
LOTW-3115812-134,2250,2250,,85.0,100.0,0.1,88.4,5.0,4.7,9.3,2155,2
LOTW-3115812-134,2251,2251,,135.0,150.0,0.13,87.8,5.0,4.8,10.6,2156,3
LOTW-3115812-134,2252,2252,,180.0,195.0,0.19,81.5,4.7,4.6,14.6,2157,4
LOTW-3115812-136,2235,2235,,35.0,50.0,0.1,88.6,5.2,4.6,6.9,2158,1
LOTW-3115812-136,2236,2236,,85.0,100.0,0.14,86.0,5.2,4.7,9.1,2159,2
LOTW-3115812-136,2237,2237,,135.0,150.0,0.18,83.8,5.3,5.0,9.5,2160,3
LOTW-3115812-137,2243,2243,,35.0,50.0,0.12,87.9,4.8,4.1,7.5,2161,1
LOTW-3115812-137,2244,2244,,85.0,100.0,0.13,87.1,4.9,4.4,7.6,2162,2
LOTW-3115812-137,2245,2245,,135.0,150.0,0.19,83.7,5.1,4.8,11.0,2163,3
LOTW-3115812-138,2239,2239,,35.0,50.0,0.13,86.8,5.2,4.7,6.5,2164,1
LOTW-3115812-138,2240,2240,,85.0,100.0,0.14,86.3,5.3,4.8,9.9,2165,2
LOTW-3115812-138,2241,2241,,135.0,150.0,0.17,83.8,5.5,5.0,8.6,2166,3
LOTW-3115813-135,2227,2227,,35.0,50.0,0.15,84.9,5.5,4.8,8.1,2167,1
LOTW-3115813-135,2228,2228,,85.0,100.0,0.14,86.3,5.9,5.2,8.4,2168,2
LOTW-3115813-135,2229,2229,,135.0,150.0,0.16,84.6,6.0,5.4,10.0,2169,3
LOTW-3115901-141,2477,2477,,50.0,65.0,0.11,88.6,5.3,4.9,6.7,2170,1
LOTW-3115901-141,2478,2478,,85.0,100.0,0.09,92.2,5.0,4.7,6.2,2171,2
LOTW-3115901-141,2479,2479,,135.0,150.0,0.1,89.9,5.0,4.8,6.4,2172,3
LOTW-3115902-145,2438,2438,,35.0,50.0,0.12,88.4,5.0,4.7,12.6,2173,1
LOTW-3115902-145,2439,2439,,85.0,100.0,0.12,87.8,5.2,5.0,7.5,2174,2
LOTW-3115902-145,2440,2440,,125.0,140.0,0.13,87.7,5.4,5.1,7.6,2175,3
LOTW-3115902-145,2441,2441,,175.0,190.0,0.16,84.3,5.0,4.9,14.9,2176,4
LOTW-3115902-148,2484,2484,,35.0,50.0,0.11,89.1,5.6,5.4,9.1,2177,1
LOTW-3115902-148,2485,2485,,85.0,100.0,0.13,86.9,5.4,5.2,7.9,2178,2
LOTW-3115902-148,2486,2486,,128.0,143.0,0.19,82.3,5.5,5.4,17.8,2179,3
LOTW-3115910-151,2452,2452,,35.0,50.0,0.12,87.7,5.3,5.0,7.2,2180,1
LOTW-3115910-151,2453,2453,,85.0,100.0,0.16,84.9,5.2,5.0,7.7,2181,2
LOTW-3115911-153,2488,2488,,35.0,50.0,0.09,89.4,5.7,5.2,12.7,2182,1
LOTW-3115911-153,2489,2489,,85.0,100.0,0.18,82.7,5.2,5.0,16.9,2183,2
LOTW-3115912-155,2481,2481,,35.0,50.0,0.09,90.9,4.4,3.8,5.1,2184,1
LOTW-3115912-155,2482,2482,,85.0,100.0,0.14,86.6,5.4,5.2,10.4,2185,2
LOTW-3115913-157,2512,2512,,35.0,50.0,0.16,85.1,4.0,3.4,6.1,2186,1
LOTW-3115913-157,2513,2513,,85.0,100.0,0.18,83.4,4.8,4.6,11.8,2187,2
LOTW-3115913-157,2514,2514,,117.0,132.0,0.22,82.2,5.0,4.8,17.9,2188,3
LOTW-3115913-159,2508,2508,,35.0,50.0,0.12,88.7,3.7,3.0,4.9,2189,1
LOTW-3115913-159,2509,2509,,85.0,100.0,0.12,88.9,4.6,4.1,9.0,2190,2
LOTW-3115913-159,2510,2510,,135.0,150.0,0.15,86.7,5.0,4.6,10.0,2191,3
LOTW-3115915-164,2449,2449,,35.0,50.0,0.15,86.9,4.9,4.6,9.9,2192,1
LOTW-3115915-164,2450,2450,,68.0,83.0,0.19,84.2,4.7,4.4,8.2,2193,2
LOTW-3115915-515,2550,2550,,35.0,50.0,0.12,89.0,5.0,4.8,7.6,2194,1
LOTW-3115915-515,2551,2551,,85.0,100.0,0.14,86.2,5.0,4.9,8.0,2195,2
LOTW-3115915-515,2552,2552,,135.0,150.0,0.15,86.5,5.4,5.3,8.6,2196,3
LOTW-3115916-517,2554,2554,,35.0,50.0,0.11,88.3,5.2,4.9,6.6,2197,1
LOTW-3115916-517,2555,2555,,85.0,100.0,0.13,87.7,5.5,5.2,12.3,2198,2
LOTW-3115916-517,2556,2556,,135.0,150.0,0.13,87.9,5.6,5.3,9.5,2199,3
LOTW-3115916-517,2557,2557,,185.0,200.0,0.14,87.2,5.6,5.3,9.0,2200,4
LOTW-3115916-518,2541,2541,,35.0,50.0,0.14,87.1,5.0,4.4,5.3,2201,1
LOTW-3115916-518,2542,2542,,85.0,100.0,0.13,87.8,5.4,4.9,7.9,2202,2
LOTW-3115916-518,2543,2543,,135.0,150.0,0.12,88.4,5.5,5.1,10.4,2203,3
LOTW-3115916-519,2545,2545,,35.0,50.0,0.13,87.7,5.1,4.7,5.8,2204,1
LOTW-3115916-519,2546,2546,,85.0,100.0,0.11,89.6,5.2,4.8,7.4,2205,2
LOTW-3115916-519,2547,2547,,135.0,150.0,0.14,87.2,5.2,4.9,8.1,2206,3
LOTW-3115916-519,2548,2548,,185.0,200.0,0.12,87.9,5.3,4.9,7.0,2207,4
LOTW-3115917-520,2531,2531,,35.0,50.0,0.13,87.3,4.2,3.8,7.2,2208,1
LOTW-3115917-520,2532,2532,,85.0,100.0,0.18,83.4,5.1,4.8,9.7,2209,2
LOTW-3115917-520,2533,2533,,135.0,150.0,0.17,84.4,5.2,5.0,9.6,2210,3
LOTW-3115917-520,2534,2534,,185.0,200.0,0.17,84.2,5.2,5.0,9.6,2211,4
LOTW-3115917-520,2535,2535,,225.0,240.0,0.24,79.2,5.2,5.1,24.6,2212,5
LOTW-3115917-521,2537,2537,,35.0,50.0,0.11,89.1,4.6,4.5,8.4,2213,1
LOTW-3115917-521,2538,2538,,85.0,100.0,0.09,91.1,5.2,4.7,7.5,2214,2
LOTW-3115917-521,2539,2539,,135.0,150.0,0.11,89.9,5.4,5.1,9.9,2215,3
LOTW-3115921-516,2559,2559,,35.0,50.0,0.15,82.4,5.4,5.3,8.4,2216,1
LOTW-3115921-516,2560,2560,,85.0,100.0,0.17,83.0,5.3,5.2,8.5,2217,2
LOTW-3115921-522,2562,2562,,35.0,50.0,0.1,89.7,5.3,5.0,9.2,2218,1
LOTW-3115921-522,2563,2563,,85.0,100.0,0.11,88.8,5.3,5.1,9.8,2219,2
LOTW-3115921-522,2564,2564,,135.0,150.0,0.12,88.9,5.4,5.2,9.6,2220,3
LOTW-3115921-522,2565,2565,,180.0,195.0,0.18,84.8,5.4,5.2,10.7,2221,4
LOTW-3115922-165,2455,2455,,35.0,50.0,0.12,87.5,5.0,4.6,7.2,2222,1
LOTW-3115922-165,2456,2456,,80.0,95.0,0.12,88.3,5.1,4.8,7.3,2223,2
LOTW-3115922-166,2458,2458,,35.0,50.0,0.15,86.2,5.4,4.2,6.4,2224,1
LOTW-3115922-166,2459,2459,,85.0,100.0,0.11,89.0,5.4,4.6,7.2,2225,2
LOTW-3115922-166,2460,2460,,135.0,150.0,0.17,84.6,5.7,5.0,9.2,2226,3
LOTW-3115923-169,2462,2462,,35.0,50.0,0.12,88.5,3.5,2.9,4.0,2227,1
LOTW-3115923-169,2463,2463,,85.0,100.0,0.13,87.9,3.8,3.2,5.4,2228,2
LOTW-3115923-169,2464,2464,,135.0,150.0,0.15,86.4,4.6,4.1,6.4,2229,3
LOTW-3115923-169,2465,2465,,185.0,200.0,0.17,84.6,5.2,4.8,9.0,2230,4
LOTW-3115923-169,2466,2466,,235.0,250.0,0.2,81.2,5.5,5.1,9.4,2231,5
LOTW-3115924-172,2468,2468,,35.0,50.0,0.1,90.6,3.8,3.0,3.3,2232,1
LOTW-3115924-172,2469,2469,,85.0,100.0,0.07,91.8,4.4,3.6,4.6,2233,2
LOTW-3115924-172,2470,2470,,135.0,150.0,0.1,90.2,5.0,4.6,6.7,2234,3
LOTW-3115924-172,2471,2471,,185.0,200.0,0.11,89.2,5.6,5.2,9.2,2235,4
LOTW-3115924-172,2472,2472,,235.0,250.0,0.16,86.1,5.8,5.4,8.3,2236,5
LOTW-3115924-174,2474,2474,,35.0,50.0,0.15,87.0,4.8,4.3,8.5,2237,1
LOTW-3115924-174,2475,2475,,85.0,100.0,0.17,84.6,5.4,5.2,11.9,2238,2
LOTW-3115925-180,2497,2497,,35.0,50.0,0.13,88.3,3.6,3.2,5.2,2239,1
LOTW-3115925-180,2498,2498,,85.0,100.0,0.16,85.7,4.6,4.4,7.5,2240,2
LOTW-3115925-180,2499,2499,,135.0,150.0,0.17,85.1,5.3,5.0,12.6,2241,3
LOTW-3115925-180,2500,2500,,175.0,190.0,0.22,80.9,5.6,5.4,12.4,2242,4
LOTW-3115926-176,2493,2493,,35.0,50.0,0.14,87.2,4.4,4.2,7.2,2243,1
LOTW-3115926-176,2494,2494,,85.0,100.0,0.12,88.3,5.2,4.8,9.2,2244,2
LOTW-3115926-176,2495,2495,,120.0,135.0,0.15,86.4,5.2,5.0,10.6,2245,3
LOTW-3115926-181,2502,2502,,35.0,50.0,0.18,84.5,5.0,4.8,11.0,2246,1
LOTW-3115926-182,2491,2491,,35.0,50.0,0.18,84.4,4.9,4.6,10.6,2247,1
LOTW-3115934-140,2504,2504,,35.0,50.0,0.19,82.4,4.9,4.8,12.1,2248,1
LOTW-3115934-140,2505,2505,,85.0,100.0,0.21,79.8,5.2,5.0,11.0,2249,2
LOTW-3115934-140,2506,2506,,135.0,150.0,0.5,65.2,5.6,5.5,72.0,2250,3
LOTW-3116013-186,2139,2139,,35.0,50.0,0.08,88.0,6.4,6.0,12.3,2251,1
LOTW-3116013-187,2140,2140,,35.0,50.0,0.1,86.1,5.4,5.0,11.0,2252,1
LOTW-3116013-187,2141,2141,,75.0,90.0,0.14,82.1,5.4,5.1,17.3,2253,2
LOTW-3116013-188,2381,2381,,35.0,50.0,0.14,86.8,5.4,5.1,10.6,2254,1
LOTW-3116013-188,2382,2382,,50.0,100.0,0.1,90.1,5.6,5.4,11.6,2255,2
LOTW-3116013-188,2383,2383,,125.0,140.0,0.19,83.8,5.6,5.5,13.0,2256,3
LOTW-3116016-190,2142,2142,,35.0,50.0,0.09,84.8,5.0,4.6,7.3,2257,1
LOTW-3116016-190,2143,2143,,90.0,100.0,,,5.5,5.3,,2258,2
LOTW-3116017-191,2148,2148,,35.0,50.0,0.11,83.2,4.6,4.1,9.2,2259,1
LOTW-3116017-191,2149,2149,,90.0,100.0,,,5.4,4.8,,2260,2
LOTW-3116017-192,2145,2145,,35.0,50.0,0.11,85.4,5.3,4.8,6.7,2261,1
LOTW-3116017-192,2146,2146,,85.0,100.0,0.09,85.3,5.6,5.0,9.6,2262,2
LOTW-3116023-196,2332,2332,,35.0,50.0,0.12,88.3,3.8,3.1,6.8,2263,1
LOTW-3116023-196,2333,2333,,85.0,100.0,0.09,90.5,4.3,3.8,4.8,2264,2
LOTW-3116023-196,2334,2334,,135.0,150.0,0.1,90.2,5.4,5.0,7.8,2265,3
LOTW-3116023-196,2335,2335,,185.0,200.0,0.1,88.9,5.7,5.4,8.5,2266,4
LOTW-3116023-196,2336,2336,,210.0,225.0,0.18,83.3,5.6,5.3,19.2,2267,5
LOTW-3116024-197,2374,2374,,35.0,50.0,0.12,88.2,3.7,3.2,7.9,2268,1
LOTW-3116024-197,2375,2375,,85.0,100.0,0.11,88.5,5.0,4.6,7.6,2269,2
LOTW-3116024-197,2376,2376,,135.0,150.0,0.08,90.1,5.3,5.0,9.2,2270,3
LOTW-3116024-197,2377,2377,,185.0,200.0,0.15,85.4,5.4,5.2,13.6,2271,4
LOTW-3116024-197,2378,2378,,215.0,230.0,0.24,78.5,5.5,5.4,20.6,2272,5
LOTW-3116024-199,2367,2367,,35.0,50.0,0.07,93.2,4.4,3.5,7.5,2273,1
LOTW-3116024-199,2368,2368,,85.0,100.0,0.08,90.7,5.7,5.4,6.7,2274,2
LOTW-3116024-199,2369,2369,,135.0,150.0,0.09,90.5,6.0,5.0,8.3,2275,3
LOTW-3116024-199,2370,2370,,185.0,200.0,0.1,89.6,6.2,5.6,8.2,2276,4
LOTW-3116024-199,2371,2371,,235.0,250.0,0.1,89.7,6.2,5.5,9.7,2277,5
LOTW-3116024-199,2372,2372,,285.0,300.0,0.13,87.0,6.2,5.7,9.4,2278,6
LOTW-3116024-858,4063,4063,,75.0,100.0,,,5.0,3.9,,2279,1
LOTW-3116024-858,4064,4064,,100.0,125.0,0.11,89.3,5.6,4.9,7.4,2280,2
LOTW-3116024-858,4065,4065,,150.0,170.0,0.09,90.9,6.0,5.3,7.3,2281,3
LOTW-3116024-A1200+800,4058,4058,,28.0,43.0,0.06,94.3,,,5.9,2282,1
LOTW-3116024-A1200+800,4060,4060,,85.0,100.0,0.11,89.4,,,5.6,2283,2
LOTW-3116024-A1200+800,4061,4061,,118.0,133.0,0.13,88.6,,,7.6,2284,3
LOTW-3116024-A1200+800,4062,4062,,133.0,148.0,0.12,89.0,,,7.7,2285,4
LOTW-3116024-A1600+1400,4073,4073,,60.0,75.0,0.16,84.6,,,7.2,2286,1
LOTW-3116024-A1600+1400,4074,4074,,75.0,100.0,,,5.6,5.0,,2287,2
LOTW-3116024-A1600+1400,4075,4075,,102.0,117.0,0.11,87.6,,,8.1,2288,3
LOTW-3116024-A1600+800,4066,4066,,65.0,80.0,0.11,89.6,,,8.2,2289,1
LOTW-3116024-A1600+800,4069,4069,,133.0,148.0,0.11,89.4,,,8.0,2290,2
LOTW-3116024-A1600+800,4071,4071,,178.0,193.0,0.09,90.7,,,7.4,2291,3
LOTW-3116024-A800+-0,4045,4045,,25.0,33.0,,,3.9,3.0,,2292,1
LOTW-3116024-A800+-0,4046,4046,,33.0,60.0,0.09,90.2,3.9,3.2,5.7,2293,2
LOTW-3116024-A800+-0,4047,4047,,60.0,83.0,0.09,87.9,4.3,3.6,5.2,2294,3
LOTW-3116024-A800+-0,4049,4049,,116.0,131.0,0.1,88.9,,,6.7,2295,4
LOTW-3116024-A800+-0,4051,4051,,165.0,180.0,0.08,91.7,,,7.7,2296,5
