DNR Peat Inventory ID #,Profile Description Info,Peat Moisture Info,IRRB Report Name,Profile Described By,Desc_who,Desc_when,DNR Lab Data Available,Prox-Ulti Data Available
AITK-2204305-488,,,,"D. Olson and S. Nelson on July 1, 1980",D. Olson and S. Nelson,"July 1, 1980",N,N
AITK-2204336-506,Laboratory samples collected near this site at a later date,,,"H. Hobbs and D. Olson on July 2, 1980",H. Hobbs and D. Olson,"July 2, 1980",Y,Y
AITK-2204403-483,,,,"S. Nelson and D. Olson on July 1, 1980",S. Nelson and D. Olson,"July 1, 1980",N,N
AITK-2204409-482,,,,"D. Olson and S. Nelson on July 1, 1980",D. Olson and S. Nelson,"July 1, 1980",N,N
AITK-2204410-484,,,,"D. Olson and S. Nelson on July 1, 1980",D. Olson and S. Nelson,"July 1, 1980",N,N
AITK-2204411-485,,,,"S. Nelson and D. Olson on July 1, 1980",S. Nelson and D. Olson,"July 1, 1980",N,N
AITK-2204417-491,,,,"S. Nelson and D. Olson on July 1, 1980",S. Nelson and D. Olson,"July 1, 1980",N,N
AITK-2204420-490,Site approximately 75 yards from mineral island,,,"D. Olson and S. Nelson on July 1, 1980",D. Olson and S. Nelson,"July 1, 1980",N,N
AITK-2204421-486,,,,"D. Olson and S. Nelson on July 1, 1980",D. Olson and S. Nelson,"July 1, 1980",N,N
AITK-2204429-489,,,,"S. Nelson and D. Olson on July 1, 1980",S. Nelson and D. Olson,"July 1, 1980",N,N
AITK-2204433-487,,,,"S. Nelson and D. Olson on July 1, 1980",S. Nelson and D. Olson,"July 1, 1980",N,N
AITK-2204502-90,,,,"H. Hobbs and T. Deering on April 24, 1980",H. Hobbs and T. Deering,"April 24, 1980",N,N
AITK-2204511-87,,,,"H. Hobbs and T. Deering on April 24, 1980",H. Hobbs and T. Deering,"April 24, 1980",N,N
AITK-2204511-88,,,,"H. Hobbs and T. Deering on April 24, 1980",H. Hobbs and T. Deering,"April 24, 1980",N,N
AITK-2204511-89,,,,"H. Hobbs and T. Deering on April 24, 1980",H. Hobbs and T. Deering,"April 24, 1980",N,N
AITK-2204518-475,,,,"H. Hobbs and G. Gibanski on July 1, 1980",H. Hobbs and G. Gibanski,"July 1, 1980",N,N
AITK-2204520-468,,,,"H. Hobbs and G. Gibanski on July 1, 1980",H. Hobbs and G. Gibanski,"July 1, 1980",N,N
AITK-2204520-471,,,,"H. Hobbs and G. Gibanski on July 1, 1980",H. Hobbs and G. Gibanski,"July 1, 1980",N,N
AITK-2204521-469,,,,"H. Hobbs and G. Gibanski on July 1, 1980",H. Hobbs and G. Gibanski,"July 1, 1980",N,N
AITK-2204523-86,,,,"H. Hobbs and T. Deering on April 24, 1980",H. Hobbs and T. Deering,"April 24, 1980",N,N
AITK-2204524-470,Laboratory samples collected near this site at a later date,,,"H. Hobbs and G. Gibanski on July 1, 1980",H. Hobbs and G. Gibanski,"July 1, 1980",Y,Y
AITK-2204603-434,,,,"G. Gibanski and H. Hobbs on June 27, 1980",G. Gibanski and H. Hobbs,"June 27, 1980",N,N
AITK-2204603-436,,,,"G. Gibanski and H. Hobbs on June 27, 1980",G. Gibanski and H. Hobbs,"June 27, 1980",N,N
AITK-2204604-435,,,,"G. Gibanski and H. Hobbs on June 27, 1980",G. Gibanski and H. Hobbs,"June 27, 1980",N,N
AITK-2204605-121,,,,"H. Hobbs and T. Deering on May 1, 1980",H. Hobbs and T. Deering,"May 1, 1980",N,N
AITK-2204608-122,,,,"H. Hobbs  and T. Deering on May 1, 1980",H. Hobbs  and T. Deering,"May 1, 1980",N,N
AITK-2204608-439,,,,"G. Gibanski and H. Hobbs on June 27, 1980",G. Gibanski and H. Hobbs,"June 27, 1980",N,N
AITK-2204608-440,,,,"G. Gibanski and H. Hobbs on June 27, 1980",G. Gibanski and H. Hobbs,"June 27, 1980",N,N
AITK-2204611-437,,,,"G. Gibanski and H. Hobbs on June 27, 1980",G. Gibanski and H. Hobbs,"June 27, 1980",N,N
AITK-2204621-438,,,,"G. Gibanski and H. Hobbs on June 27, 1980",G. Gibanski and H. Hobbs,"June 27, 1980",N,N
AITK-2204701-210,,,,"H. Moores and D. Riihiluoma on June 18, 1981",H. Moores and D. Riihiluoma,"June 18, 1981",Y,N
AITK-2204701-415,,,,"G. Gibanski and S. Nelson on June 26, 1980",G. Gibanski and S. Nelson,"June 26, 1980",N,N
AITK-2204703-417,,,,"G. Gibanski and S. Nelson on June 26, 1980",G. Gibanski and S. Nelson,"June 26, 1980",N,N
AITK-2204709-418,,,,"S. Nelson and G. Gibanski on June 26, 1980",S. Nelson and G. Gibanski,"June 26, 1980",N,N
AITK-2204722-120,,,,"H. Hobbs and T. Deering on May 1, 1980",H. Hobbs and T. Deering,"May 1, 1980",N,N
AITK-2204727-520,Laboratory samples collected near this site at a later date,,,"D. Haverkost and D. Riihiluoma on September 8, 1980",D. Haverkost and D. Riihiluoma,"September 8, 1980",Y,Y
AITK-2204731-431,,,,"D. Olson and S. Nelson on June 27, 1980",D. Olson and S. Nelson,"June 27, 1980",N,N
AITK-2204732-432,,,,"S. Nelson and D. Olson on June 27, 1980",S. Nelson and D. Olson,"June 27, 1980",N,N
AITK-2204735-433,,,,"H. Hobbs and G. Gibanski on June 27, 1980",H. Hobbs and G. Gibanski,"June 27, 1980",N,N
AITK-2204803-378,,,,"G. Gibanski and S. Nelson on June 25, 1980",G. Gibanski and S. Nelson,"June 25, 1980",N,N
AITK-2204804-390,,,,"H. Hobbs and D. Olson on June 25, 1980",H. Hobbs and D. Olson,"June 25, 1980",N,N
AITK-2204804-391,,,,"H. Hobbs and D. Olson on June 25, 1980",H. Hobbs and D. Olson,"June 25, 1980",N,N
AITK-2204806-388,,,,"H. Hobbs and D. Olson on June 25, 1980",H. Hobbs and D. Olson,"June 25, 1980",N,N
AITK-2204807-387,,,,"H. Hobbs and D. Olson on June 25, 1980",H. Hobbs and D. Olson,"June 25, 1980",N,N
AITK-2204808-389,,,,"H. Hobbs and D. Olson on June 25, 1980",H. Hobbs and D. Olson,"June 25, 1980",N,N
AITK-2204809-63,,,,"H. Hobbs and T. Deering on April 23, 1980",H. Hobbs and T. Deering,"April 23, 1980",N,N
AITK-2204809-64,Laboratory samples collected near this site at a later date,,,"H. Hobbs and T. Deering on April 23, 1980",H. Hobbs and T. Deering,"April 23, 1980",Y,Y
AITK-2204812-377,,,,"G. Gibanski and S. Nelson on June 25, 1980",G. Gibanski and S. Nelson,"June 25, 1980",N,N
AITK-2204815-56,,,,"H. Hobbs and T. Deering on April 17, 1980",H. Hobbs and T. Deering,"April 17, 1980",N,N
AITK-2204815-57,,,,"H. Hobbs and T. Deering on April 17, 1980",H. Hobbs and T. Deering,"April 17, 1980",N,N
AITK-2204817-386,,,,"H. Hobbs and D. Olson on June 26, 1980",H. Hobbs and D. Olson,"June 26, 1980",N,N
AITK-2204818-385,,,,"H. Hobbs and D. Olson on June 25, 1980",H. Hobbs and D. Olson,"June 25, 1980",N,N
AITK-2204834-416,,,,"S. Nelson and G. Gibanski on June 26, 1980",S. Nelson and G. Gibanski,"June 26, 1980",N,N
AITK-2204903-139,,,,"D. Olson and L. Severson on June 12, 1980",D. Olson and L. Severson,"June 12, 1980",N,N
AITK-2204903-66,,,,"H. Hobbs and T. Deering on April 23, 1980",H. Hobbs and T. Deering,"April 23, 1980",N,N
AITK-2204910-140,,,,"D. Olson and L. Severson on June 12, 1980",D. Olson and L. Severson,"June 12, 1980",N,N
AITK-2204910-65,Laboratory samples collected near this site at a later date,,,"H. Hobbs and T. Deering on April 23, 1980",H. Hobbs and T. Deering,"April 23, 1980",Y,Y
AITK-2204917-372,,,,"S. Nelson and G. Gibanski on June 25, 1980",S. Nelson and G. Gibanski,"June 25, 1980",N,N
AITK-2204926-376,,,,"S. Nelson and G. Gibanski on June 25, 1980",S. Nelson and G. Gibanski,"June 25, 1980",N,N
AITK-2204928-373,,,,"S. Nelson and G. Gibanski on June 25, 1980",S. Nelson and G. Gibanski,"June 25, 1980",N,N
AITK-2204933-374,,,,"G. Gibanski and S. Nelson on June 25, 1980",G. Gibanski and S. Nelson,"June 25, 1980",N,N
AITK-2204934-375,,,,"S. Nelson and G. Gibanski on June 25, 1980",S. Nelson and G. Gibanski,"June 25, 1980",N,N
AITK-2205001-144,,,,"D. Olson and L. Severson on June 12, 1980",D. Olson and L. Severson,"June 12, 1980",N,N
AITK-2205001-145,,,,"D. Olson and L. Severson on June 12, 1980",D. Olson and L. Severson,"June 12, 1980",N,N
AITK-2205003-136,,,,"D. Olson and L. Severson on June 12, 1980",D. Olson and L. Severson,"June 12, 1980",N,N
AITK-2205005-148,,,,"D. Olson and L. Severson on June 13, 1980",D. Olson and L. Severson,"June 13, 1980",N,N
AITK-2205010-137,,,,"D. Olson and L. Severson on June 12, 1980",D. Olson and L. Severson,"June 12, 1980",N,N
AITK-2205012-142,,,,"D. Olson and L. Severson on June 21, 1980",D. Olson and L. Severson,"June 21, 1980",N,N
AITK-2205012-143,,,,"D. Olson and L. Severson on June 12, 1980",D. Olson and L. Severson,"June 12, 1980",N,N
AITK-2205013-141,Laboratory samples collected near this site at a later date,,,"D. Olson and L. Severson on June 12, 1980",D. Olson and L. Severson,"June 12, 1980",Y,Y
AITK-2205015-138,,,,"D. Olson and L. Severson on June 12, 1980",D. Olson and L. Severson,"June 12, 1980",N,N
AITK-2205104-125,,,,"H. Hobbs and G. Gibanski on June 12, 1980",H. Hobbs and G. Gibanski,"June 12, 1980",N,N
AITK-2205104-159,,,,"H. Hobbs and G. Gibanski on June 13, 1980",H. Hobbs and G. Gibanski,"June 13, 1980",N,N
AITK-2205105-158,Laboratory samples collected near this site at a later date,,,"H. Hobbs and G. Gibanski on June 13, 1980",H. Hobbs and G. Gibanski,"June 13, 1980",Y,Y
AITK-2205105-160,,,,"H. Hobbs and G. Gibanski on June 13, 1980",H. Hobbs and G. Gibanski,"June 13, 1980",N,N
AITK-2205106-163,,,,"H. Hobbs and G. Gibanski on June 13, 1980",H. Hobbs and G. Gibanski,"June 13, 1980",N,N
AITK-2205108-156,,,,"D. Olson and L. Severson on June 13, 1980",D. Olson and L. Severson,"June 13, 1980",N,N
AITK-2205108-157,,,,"D. Olson and L. Severson on June 13, 1980",D. Olson and L. Severson,"June 13, 1980",N,N
AITK-2205109-126,,,,"H. Hobbs and G. Gibanski on June 12, 1980",H. Hobbs and G. Gibanski,"June 12, 1980",N,N
AITK-2205110-1,,,,"D. Olson and B. Balan on March 19, 1978",D. Olson and B. Balan,"March 19, 1978",Y,N
AITK-2205110-17,,,,"H. Hobbs and T. Malterer on April 14, 1980",H. Hobbs and T. Malterer,"April 14, 1980",N,N
AITK-2205111-15,,,,"H. Hobbs and T. Malterer on April 14, 1980",H. Hobbs and T. Malterer,"April 14, 1980",N,N
AITK-2205112-16,,,,"H. Hobbs and T. Malterer on April 14, 1980",H. Hobbs and T. Malterer,"April 14, 1980",N,N
AITK-2205112-2,,,,"D. Olson and B. Balan on May 19, 1978",D. Olson and B. Balan,"May 19, 1978",Y,Y
AITK-2205114-133,Site is close to mineral island,,,"H. Hobbs and G. Gibanski on June 12, 1980",H. Hobbs and G. Gibanski,"June 12, 1980",N,N
AITK-2205116-153,,,,"D. Olson and L. Severson on June 13, 1980",D. Olson and L. Severson,"June 13, 1980",N,N
AITK-2205118-155,Site about 175 yards from upland,,,"D. Olson and L. Severson on June 13, 1980",D. Olson and L. Severson,"June 13, 1980",N,N
AITK-2205120-154,,,,"D. Olson and L. Severson on June 13, 1980",D. Olson and L. Severson,"June 13, 1980",N,N
AITK-2205122-127,,,,"H. Hobbs and G. Gibanski on June 12, 1980",H. Hobbs and G. Gibanski,"June 12, 1980",N,N
AITK-2205122-128,,,,"H. Hobbs and G. Gibanski on June 12, 1980",H. Hobbs and G. Gibanski,"June 12, 1980",N,N
AITK-2205125-132,,,,"H. Hobbs and G. Gibanski on June 12, 1980",H. Hobbs and G. Gibanski,"June 12, 1980",N,N
AITK-2205127-130,,,,"H. Hobbs and G. Gibanski on June 12, 1980",H. Hobbs and G. Gibanski,"June 12, 1980",N,N
AITK-2205128-150,,,,"D. Olson and L. Severson on June 13, 1980",D. Olson and L. Severson,"June 13, 1980",N,N
AITK-2205129-149,,,,"D. Olson and L. Severson on June 13, 1980",D. Olson and L. Severson,"June 13, 1980",N,N
AITK-2205133-134,Laboratory samples collected near this site at a later date,,,"D. Olson and L. Severson on June 12, 1980",D. Olson and L. Severson,"June 12, 1980",Y,Y
AITK-2205134-129,,,,"H. Hobbs and G. Gibanski on June 12, 1980",H. Hobbs and G. Gibanski,"June 12, 1980",N,N
AITK-2205135-131,,,,"H. Hobbs and G. Gibanski on June 13, 1980",H. Hobbs and G. Gibanski,"June 13, 1980",N,N
AITK-2205135-135,,,,"D. Olson and L. Severson on June 12, 1980",D. Olson and L. Severson,"June 12, 1980",N,N
AITK-2205136-146,,,,"D. Olson and L. Severson on June 12, 1980",D. Olson and L. Severson,"June 12, 1980",N,N
AITK-2205201-256,,,,"B. Leuelling, D. Mellem, and B. Balan on August 2, 1978","B. Leuelling, D. Mellem, and B. Balan","August 2, 1978",Y,N
AITK-2205201-257,,,,"B. Leuelling, D. Mellem, and B. Balan on August 2, 1978","B. Leuelling, D. Mellem, and B. Balan","August 2, 1978",Y,N
AITK-2205201-258,,,,"D. Mellem and B. Balan on August 1, 1978",D. Mellem and B. Balan,"August 1, 1978",Y,N
AITK-2205201-268,,,,"B. Leuelling, D. Mellem, and B. Balan on August 2, 1978","B. Leuelling, D. Mellem, and B. Balan","August 2, 1978",Y,N
AITK-2205201-585,,,,"M. Oberhelman and D. Riihiluoma on March 14, 1985",M. Oberhelman and D. Riihiluoma,"March 14, 1985",N,N
AITK-2205202-259,,,,"D. Mellem and B. Balan on August 4, 1978",D. Mellem and B. Balan,"August 4, 1978",Y,N
AITK-2205202-260,,,,"D. Mellem and B. Balan on August 4, 1978",D. Mellem and B. Balan,"August 4, 1978",Y,N
AITK-2205202-261,,,,"D. Olson and B. Balan on August 8, 1978",D. Olson and B. Balan,"August 8, 1978",Y,N
AITK-2205202-262,,,,"D. Olson and B. Balan on August 8, 1978",D. Olson and B. Balan,"August 8, 1978",Y,N
AITK-2205202-263,,,,"D. Olson and B. Balan on August 8, 1978",D. Olson and B. Balan,"August 8, 1978",Y,N
AITK-2205202-264,,,,"B. Leuelling and D. Olson on August 3, 1978",B. Leuelling and D. Olson,"August 3, 1978",Y,N
AITK-2205202-265,,,,"B. Leuelling and D. Olson on August 3, 1978",B. Leuelling and D. Olson,"August 3, 1978",Y,N
AITK-2205202-266,,,,"B. Leuelling and D. Olson on August 3, 1978",B. Leuelling and D. Olson,"August 3, 1978",Y,N
AITK-2205202-267,,,,"B. Leuelling and D. Olson on August 3, 1978",B. Leuelling and D. Olson,"August 3, 1978",Y,N
AITK-2205203-2,Laboratory samples collected near this site at a later date,,,"H. Hobbs and T. Malterer on April 14, 1980",H. Hobbs and T. Malterer,"April 14, 1980",Y,Y
AITK-2205203-562,,,,"S. Nelson and L. Severson on December 15, 1982",S. Nelson and L. Severson,"December 15, 1982",N,N
AITK-2205203-563,,,,"S. Nelson and L. Severson on December 15, 1982",S. Nelson and L. Severson,"December 15, 1982",N,N
AITK-2205203-564,,,,"S. Nelson and L. Severson on December 15, 1982",S. Nelson and L. Severson,"December 15, 1982",N,N
AITK-2205203-565,,,,"S. Nelson and L. Severson on December 15, 1982",S. Nelson and L. Severson,"December 15, 1982",N,N
AITK-2205204-250,,,,"T. Malterer and B. Balan and B. Leuelling on July 26, 1978",T. Malterer and B. Balan and B. Leuelling,"July 26, 1978",Y,N
AITK-2205204-251,,,,"D. Olson and B. Balan on July 31, 1978",D. Olson and B. Balan,"July 31, 1978",Y,N
AITK-2205204-3,,,,"H. Hobbs and T. Malterer on April 14, 1980",H. Hobbs and T. Malterer,"April 14, 1980",N,N
AITK-2205204-560,,,,"H. Mooers and L. Severson on September 8, 1981",H. Mooers and L. Severson,"September 8, 1981",N,N
AITK-2205204-561,,,,"H. Mooers and L. Severson on September 8, 1981",H. Mooers and L. Severson,"September 8, 1981",N,N
AITK-2205205-4,,,,"H. Hobbs and T. Malterer on April 14, 1980",H. Hobbs and T. Malterer,"April 14, 1980",N,N
AITK-2205209-252,,,,"D. Olson and B. Balan on July 31, 1978",D. Olson and B. Balan,"July 31, 1978",Y,N
AITK-2205209-253,,,,"D. Olson and B. Balan on July 31, 1978",D. Olson and B. Balan,"July 31, 1978",Y,N
AITK-2205210-1,,,,"H. Hobbs and T. Malterer on April 14, 1980",H. Hobbs and T. Malterer,"April 14, 1980",N,N
AITK-2205210-254,,,,"D. Olson and D. Mellum and B. Balan on July 28, 1978",D. Olson and D. Mellum and B. Balan,"July 28, 1978",Y,N
AITK-2205210-255,,,,"D. Mellum and B. Balan and D. Olson on July 28, 1978",D. Mellum and B. Balan and D. Olson,"July 28, 1978",Y,N
AITK-2205211-209,,,,"D. Mellum and B. Balan on July 20, 1978",D. Mellum and B. Balan,"July 20, 1978",Y,N
AITK-2205212-208,,,,"D. Mellum and B. Balan on July 20, 1978",D. Mellum and B. Balan,"July 20, 1978",Y,N
AITK-2205213-206,,,,"D. Mellum and B. Balan on July 20, 1978",D. Mellum and B. Balan,"July 20, 1978",Y,N
AITK-2205213-207,,,,"D. Mellum and B. Balan on July 20, 1978",D. Mellum and B. Balan,"July 20, 1978",Y,N
AITK-2205214-200,,,,"D. Mellum and B. Balan on July 25, 1978",D. Mellum and B. Balan,"July 25, 1978",Y,N
AITK-2205214-201,,,,"D. Mellum and B. Balan on July 25, 1978",D. Mellum and B. Balan,"July 25, 1978",Y,N
AITK-2205214-204,,,,"D. Mellum and B. Balan on July 24, 1978",D. Mellum and B. Balan,"July 24, 1978",Y,N
AITK-2205214-205,,255-300cm peat dryer than normal,,"D. Mellum and B. Balan on July 20, 1978",D. Mellum and B. Balan,"July 20, 1978",Y,N
AITK-2205216-5,,,,"H. Hobbs and T. Malterer on April 14, 1980",H. Hobbs and T. Malterer,"April 14, 1980",N,N
AITK-2205216-6,,,,"H. Hobbs and T. Malterer on April 14, 1980",H. Hobbs and T. Malterer,"April 14, 1980",N,N
AITK-2205219-20,Laboratory samples collected near this site at a later date,,,"D. Olson and T. Deering on April 14, 1980",D. Olson and T. Deering,"April 14, 1980",Y,Y
AITK-2205219-21,,,,"D. Olson and T. Deering on April 14, 1980",D. Olson and T. Deering,"April 14, 1980",N,N
AITK-2205219-22,,,,"D. Olson and T. Deering on April 14, 1980",D. Olson and T. Deering,"April 14, 1980",N,N
AITK-2205222-7,,,,"H. Hobbs and T. Malterer on April 14, 1980",H. Hobbs and T. Malterer,"April 14, 1980",N,N
AITK-2205222-8,,,,"H. Hobbs and T. Malterer on April 14, 1980",H. Hobbs and T. Malterer,"April 14, 1980",N,N
AITK-2205223-202,,,,"D. Mellum and B. Balan on July 25, 1978",D. Mellum and B. Balan,"July 25, 1978",Y,N
AITK-2205223-203,,,,"D. Mellum and B. Balan on July 24, 1978",D. Mellum and B. Balan,"July 24, 1978",Y,N
AITK-2205223-210,,,,"D. Mellum and B. Balan on July 24, 1978",D. Mellum and B. Balan,"July 24, 1978",Y,N
AITK-2205223-211,,,,"D. Mellum and B. Balan on July 24, 1978",D. Mellum and B. Balan,"July 24, 1978",Y,N
AITK-2205223-212,,,,"D. Mellum and B. Balan on July 25, 1978",D. Mellum and B. Balan,"July 25, 1978",Y,N
AITK-2205223-213,,,,"D. Mellum and B. Balan on July 24, 1978",D. Mellum and B. Balan,"July 24, 1978",Y,N
AITK-2205223-518,Laboratory samples collected near this site at a later date,,,"H. Malterer and D. Riihiluoma on August 11, 1980",H. Malterer and D. Riihiluoma,"August 11, 1980",Y,Y
AITK-2205227-9,,,,"H. Hobbs and T. Malterer on April 14, 1980",H. Hobbs and T. Malterer,"April 14, 1980",N,N
AITK-2205228-10,,,,"H. Hobbs and T. Malterer on April 14, 1980",H. Hobbs and T. Malterer,"April 14, 1980",N,N
AITK-2205228-28,,,,"D. Olson and T. Deering on April 18, 1980",D. Olson and T. Deering,"April 18, 1980",N,N
AITK-2205228-29,,,,"D. Olson and T. Deering on April 14, 1980",D. Olson and T. Deering,"April 14, 1980",N,N
AITK-2205229-30,,,,"D. Olson and T. Deering on April 14, 1980",D. Olson and T. Deering,"April 14, 1980",N,N
AITK-2205230-23,,,,"D. Olson and T. Deering on April 14, 1980",D. Olson and T. Deering,"April 14, 1980",N,N
AITK-2205230-24,,,,"D. Olson and T. Deering on April 14, 1980",D. Olson and T. Deering,"April 14, 1980",N,N
AITK-2205230-25,,,,"D. Olson and T. Deering on April 14, 1980",D. Olson and T. Deering,"April 14, 1980",N,N
AITK-2205230-26,,,,"D. Olson and T. Deering on April 14, 1980",D. Olson and T. Deering,"April 14, 1980",N,N
AITK-2205231-164,,,,"H. Hobbs and G. Gibanski on June 13, 1980",H. Hobbs and G. Gibanski,"June 13, 1980",N,N
AITK-2205231-27,,,,"D. Olson and T. Deering on April 14, 1980",D. Olson and T. Deering,"April 14, 1980",N,N
AITK-2205232-161,,,,"H. Hobbs and G. Gibanski on June 13, 1980",H. Hobbs and G. Gibanski,"June 13, 1980",N,N
AITK-2205233-12,,,,"H. Hobbs and T. Malterer on April 14, 1980",H. Hobbs and T. Malterer,"April 14, 1980",N,N
AITK-2205233-162,,,,"H. Hobbs and G. Gibanski on June 13, 1980",H. Hobbs and G. Gibanski,"June 13, 1980",N,N
AITK-2205234-11,,,,"H. Hobbs and T. Malterer on April 14, 1980",H. Hobbs and T. Malterer,"April 14, 1980",N,N
AITK-2205234-13,,,,"H. Hobbs and T. Malterer on April 14, 1980",H. Hobbs and T. Malterer,"April 14, 1980",N,N
AITK-2205234-18,,,,"H. Hobbs and T. Malterer on April 14, 1980",H. Hobbs and T. Malterer,"April 14, 1980",N,N
AITK-2205235-14,,,,"H. Hobbs and T. Malterer on April 14, 1980",H. Hobbs and T. Malterer,"April 14, 1980",N,N
AITK-2304311-507,,,,"G. Gibanski and S. Nelson on July 2, 1980",G. Gibanski and S. Nelson,"July 2, 1980",N,N
AITK-2304404-113,,,,"H. Hobbs and T. Deering on April 30, 1980",H. Hobbs and T. Deering,"April 30, 1980",N,N
AITK-2304409-494,,,,"S. Nelson and D. Olson on July 1, 1980",S. Nelson and D. Olson,"July 1, 1980",N,N
AITK-2304413-492,,,,"S. Nelson and D. Olson on July 1, 1980",S. Nelson and D. Olson,"July 1, 1980",N,N
AITK-2304419-107,,,,"H. Hobbs and T. Deering on April 30, 1980",H. Hobbs and T. Deering,"April 30, 1980",N,N
AITK-2304420-106,,,,"H. Hobbs and T. Deering on April 30, 1980",H. Hobbs and T. Deering,"April 30, 1980",N,N
AITK-2304430-502,,,,"H. Hobbs and D. Olson on July 2, 1980",H. Hobbs and D. Olson,"July 2, 1980",N,N
AITK-2304431-504,,,,"H. Hobbs and D. Olson on July 2, 1980",H. Hobbs and D. Olson,"July 2, 1980",N,N
AITK-2304435-493,,,,"D. Olson and S. Nelson on July 1, 1980",D. Olson and S. Nelson,"July 1, 1980",N,N
AITK-2304504-460,,,,"G. Gibanski and H. Hobbs on June 30, 1980",G. Gibanski and H. Hobbs,"June 30, 1980",N,N
AITK-2304504-461,,,,"G. Gibanski and H. Hobbs on June 30, 1980",G. Gibanski and H. Hobbs,"June 30, 1980",N,N
AITK-2304505-1,Laboratory samples collected near this site at a later date; heavy metals sample site in area,,,"D. Haverkost and D. Riihiluoma on September 17, 1980",D. Haverkost and D. Riihiluoma,"September 17, 1980",Y,Y
AITK-2304505-12,Laboratory samples collected near this site at a later date; heavy metals sample site in area,,,"D. Haverkost and D. Riihiluoma on September 17, 1980",D. Haverkost and D. Riihiluoma,"September 17, 1980",Y,Y
AITK-2304505-14,Laboratory samples collected near this site at a later date; heavy metals sample site in area,,,"H. Mooers and D. Riihiluoma on September 18, 1980",H. Mooers and D. Riihiluoma,"September 18, 1980",Y,Y
AITK-2304505-15,Laboratory samples collected near this site at a later date; heavy metals sample site in area,,,"H. Mooers and D. Riihiluoma on September 18, 1980",H. Mooers and D. Riihiluoma,"September 18, 1980",Y,Y
AITK-2304505-2,Laboratory samples collected near this site at a later date; heavy metals sample site in area,,,"D. Haverkost and D. Riihiluoma on September 17, 1980",D. Haverkost and D. Riihiluoma,"September 17, 1980",Y,Y
AITK-2304505-458,,,,"G. Gibanski and H. Hobbs on June 30, 1980",G. Gibanski and H. Hobbs,"June 30, 1980",N,N
AITK-2304505-601,,,McGregor South Bog,"P. Geiselman and M. Oberhelman on May 13, 1987",P. Geiselman and M. Oberhelman,"May 13, 1987",N,N
AITK-2304505-602,,,McGregor South Bog,"P. Geiselman and M. Oberhelman on May 13, 1987",P. Geiselman and M. Oberhelman,"May 13, 1987",N,N
AITK-2304505-83,,,,"H. Hobbs and T. Deering on April 24, 1980",H. Hobbs and T. Deering,"April 24, 1980",N,N
AITK-2304506-455,,,,"D. Olson and S. Nelson on June 30, 1980",D. Olson and S. Nelson,"June 30, 1980",N,N
AITK-2304507-454,,,,"S. Nelson and D. Olson on June 30, 1980",S. Nelson and D. Olson,"June 30, 1980",N,N
AITK-2304507-457,,,,"G. Gibanski and H. Hobbs on June 30, 1980",G. Gibanski and H. Hobbs,"June 30, 1980",N,N
AITK-2304508-84,,,,"H. Hobbs and T. Deering on April 24, 1980",H. Hobbs and T. Deering,"April 24, 1980",N,N
AITK-2304510-462,,,,"G. Gibanski and H. Hobbs on June 30, 1980",G. Gibanski and H. Hobbs,"June 30, 1980",N,N
AITK-2304511-463,,,,"G. Gibanski and H. Hobbs on June 30, 1980",G. Gibanski and H. Hobbs,"June 30, 1980",N,N
AITK-2304513-476,,,,"H. Hobbs and G. Gibanski on July 1, 1980",H. Hobbs and G. Gibanski,"July 1, 1980",N,N
AITK-2304513-477,,,,"H. Hobbs and G. Gibanski on July 1, 1980",H. Hobbs and G. Gibanski,"July 1, 1980",N,N
AITK-2304514-467,,,,"G. Gibanski and H. Hobbs on June 30, 1980",G. Gibanski and H. Hobbs,"June 30, 1980",N,N
AITK-2304514-478,,,,"H. Hobbs and G. Gibanski on July 1, 1980",H. Hobbs and G. Gibanski,"July 1, 1980",N,N
AITK-2304515-464,,,,"G. Gibanski and H. Hobbs on June 30, 1980",G. Gibanski and H. Hobbs,"June 30, 1980",N,N
AITK-2304515-465,,,,"G. Gibanski and H. Hobbs on June 30, 1980",G. Gibanski and H. Hobbs,"June 30, 1980",N,N
AITK-2304515-466,,,,"G. Gibanski and H. Hobbs on June 30, 1980",G. Gibanski and H. Hobbs,"June 30, 1980",N,N
AITK-2304516-85,,,,"H. Hobbs and T. Deering on April 24, 1980",H. Hobbs and T. Deering,"April 24, 1980",N,N
AITK-2304519-115,,,,"H. Hobbs and T. Deering on April 30, 1980",H. Hobbs and T. Deering,"April 30, 1980",N,N
AITK-2304521-456,,,,"G. Gibanski and H. Hobbs on June 30, 1980",G. Gibanski and H. Hobbs,"June 30, 1980",N,N
AITK-2304523-474,Laboratory samples collected near this site at a later date,,,"H. Hobbs and G. Gibanski on July 1, 1980",H. Hobbs and G. Gibanski,"July 1, 1980",Y,Y
AITK-2304525-472,,,,"H. Hobbs and G. Gibanski on July 1, 1980",H. Hobbs and G. Gibanski,"July 1, 1980",N,N
AITK-2304525-473,,,,"H. Hobbs and G. Gibanski on July 1, 1980",H. Hobbs and G. Gibanski,"July 1, 1980",N,N
AITK-2304529-114,Laboratory samples collected near this site at a later date,,,"H. Hobbs and T. Deering on April 30, 1980",H. Hobbs and T. Deering,"April 30, 1980",Y,Y
AITK-2304614-441,,,,"G. Gibanski and H. Hobbs on June 27, 1980",G. Gibanski and H. Hobbs,"June 27, 1980",N,N
